id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
scaffold104142-1305	4	8.047e-01	1.569e+00	2.139e+00	4.631e-01	5.377e-01	2.800e-01	2.310e+01	2.831e+01	3.954e+00	2.728e+00
scaffold104142-1639	4	7.615e-01	-2.366e+00	2.944e+00	4.215e-01	5.179e-01	2.890e-01	4.738e+01	3.670e+01	1.088e+01	3.744e+00
scaffold104157-1602	4	7.884e-01	5.553e+00	3.340e+00	9.646e-02	5.238e-01	2.813e-01	3.576e+01	3.164e+01	3.588e+00	2.908e+00
scaffold104157-2139	4	7.968e-01	4.465e+00	3.232e+00	1.672e-01	5.390e-01	2.884e-01	3.334e+01	3.218e+01	3.396e+00	2.960e+00
scaffold104157-2143	4	7.839e-01	3.378e+00	2.871e+00	2.393e-01	5.450e-01	2.879e-01	3.849e+01	3.418e+01	4.547e+00	3.092e+00
scaffold104157-2179	4	8.113e-01	7.748e+00	4.032e+00	5.464e-02	5.300e-01	2.794e-01	3.119e+01	2.981e+01	4.084e+00	2.960e+00
scaffold104157-4353	4	7.539e-01	4.742e+00	3.541e+00	1.805e-01	5.275e-01	2.870e-01	4.858e+01	3.600e+01	6.099e+00	3.394e+00
scaffold104157-10480	4	8.125e-01	7.304e+00	3.529e+00	3.850e-02	5.390e-01	2.796e-01	2.662e+01	3.038e+01	2.948e+00	2.778e+00
scaffold104157-10631	4	7.727e-01	3.400e+00	3.166e+00	2.829e-01	5.341e-01	3.002e-01	4.303e+01	3.396e+01	4.563e+00	3.022e+00
scaffold104449-4611	4	7.393e-01	3.622e-02	2.498e+00	9.884e-01	5.228e-01	2.790e-01	4.747e+01	3.933e+01	9.697e+00	4.664e+00
scaffold104453-235	4	7.668e-01	5.067e+00	3.911e+00	1.951e-01	5.318e-01	2.814e-01	4.244e+01	3.526e+01	5.987e+00	3.432e+00
scaffold104475-5596	4	7.974e-01	4.059e+00	3.056e+00	1.841e-01	5.301e-01	2.889e-01	3.426e+01	3.376e+01	4.676e+00	2.914e+00
scaffold104475-5655	4	8.114e-01	6.367e+00	3.073e+00	3.827e-02	5.459e-01	2.778e-01	2.669e+01	2.924e+01	3.447e+00	2.831e+00
scaffold104475-5712	4	8.053e-01	1.641e+00	1.999e+00	4.118e-01	5.416e-01	2.837e-01	2.438e+01	3.107e+01	3.727e+00	2.627e+00
scaffold104615-5856	4	7.783e-01	8.005e+00	4.283e+00	6.165e-02	5.195e-01	2.834e-01	3.995e+01	3.565e+01	3.828e+00	3.142e+00
scaffold104626-5096	4	7.445e-01	4.088e+00	3.324e+00	2.187e-01	5.085e-01	2.834e-01	5.108e+01	3.603e+01	3.879e+00	3.498e+00
scaffold104626-5171	4	7.215e-01	7.625e+00	4.332e+00	7.836e-02	5.227e-01	2.865e-01	5.874e+01	3.701e+01	4.667e+00	3.572e+00
scaffold104650-9451	4	7.618e-01	5.412e+00	3.731e+00	1.469e-01	5.383e-01	2.907e-01	5.053e+01	3.488e+01	3.863e+00	3.323e+00
scaffold104757-12903	4	7.929e-01	5.515e+00	3.527e+00	1.179e-01	5.214e-01	2.889e-01	4.062e+01	3.457e+01	3.072e+00	3.210e+00
scaffold104757-18859	4	7.928e-01	1.482e+00	3.125e+00	6.354e-01	5.140e-01	2.850e-01	3.099e+01	3.328e+01	7.135e+00	2.938e+00
scaffold104762-4269	4	7.363e-01	6.699e+00	3.901e+00	8.594e-02	5.262e-01	2.940e-01	5.631e+01	3.745e+01	5.055e+00	3.574e+00
scaffold104787-12619	4	8.020e-01	1.525e+00	3.077e+00	6.202e-01	5.262e-01	2.824e-01	2.357e+01	2.947e+01	6.023e+00	2.798e+00
scaffold104787-12631	4	7.981e-01	3.566e-01	2.177e+00	8.699e-01	5.378e-01	2.870e-01	2.865e+01	3.201e+01	1.042e+01	3.240e+00
scaffold104808-1217	4	8.056e-01	-3.582e-01	1.779e+00	8.404e-01	5.318e-01	2.787e-01	2.039e+01	2.810e+01	6.541e+00	3.504e+00
scaffold104808-5432	4	7.883e-01	-4.105e+00	2.798e+00	1.424e-01	5.152e-01	2.926e-01	3.454e+01	3.407e+01	9.289e+00	3.038e+00
scaffold104808-5434	4	8.009e-01	-3.146e-01	2.050e+00	8.780e-01	5.230e-01	2.902e-01	2.918e+01	3.293e+01	8.127e+00	3.312e+00
scaffold10482-21190	4	6.357e-01	9.937e-01	3.209e+00	7.568e-01	5.124e-01	2.802e-01	7.405e+01	4.091e+01	7.509e+00	4.491e+00
scaffold10482-21275	4	7.564e-01	8.328e+00	4.210e+00	4.794e-02	5.125e-01	2.964e-01	5.110e+01	3.483e+01	3.943e+00	3.413e+00
scaffold10485-3019	4	7.485e-01	3.940e+00	3.543e+00	2.662e-01	5.058e-01	2.873e-01	5.082e+01	3.470e+01	5.367e+00	3.424e+00
scaffold10485-3057	4	7.912e-01	8.467e+00	4.312e+00	4.957e-02	5.310e-01	2.814e-01	3.134e+01	2.935e+01	2.985e+00	2.868e+00
scaffold104887-100	4	7.926e-01	1.189e+00	2.183e+00	5.859e-01	5.230e-01	2.838e-01	3.165e+01	3.163e+01	6.097e+00	3.067e+00
scaffold104887-103	4	7.597e-01	4.285e+00	3.644e+00	2.396e-01	5.268e-01	2.863e-01	4.613e+01	3.373e+01	4.522e+00	3.279e+00
scaffold104887-12964	4	7.608e-01	5.124e+00	3.457e+00	1.383e-01	5.219e-01	2.871e-01	4.169e+01	3.677e+01	4.173e+00	3.456e+00
scaffold104887-13029	4	8.103e-01	-1.197e+00	1.968e+00	5.429e-01	5.576e-01	2.833e-01	2.212e+01	2.867e+01	7.946e+00	2.964e+00
scaffold105118-8214	4	7.969e-01	2.929e+00	2.466e+00	2.348e-01	5.213e-01	2.896e-01	3.068e+01	3.213e+01	5.407e+00	3.004e+00
scaffold105118-8270	4	7.895e-01	2.381e+00	2.705e+00	3.787e-01	5.159e-01	2.854e-01	3.328e+01	3.235e+01	5.121e+00	3.314e+00
scaffold105133-17259	4	7.639e-01	4.984e+00	4.062e+00	2.199e-01	5.224e-01	2.828e-01	4.805e+01	3.457e+01	4.788e+00	3.352e+00
scaffold10514-5936	4	7.830e-01	5.372e+00	3.586e+00	1.342e-01	5.361e-01	2.831e-01	4.243e+01	3.537e+01	3.498e+00	3.162e+00
scaffold105141-7771	4	7.987e-01	1.490e+00	2.018e+00	4.603e-01	5.086e-01	2.891e-01	3.148e+01	3.295e+01	4.624e+00	3.164e+00
scaffold105149-6066	4	7.988e-01	1.967e-01	3.413e+00	9.541e-01	5.360e-01	2.829e-01	3.000e+01	3.262e+01	7.997e+00	3.317e+00
scaffold105149-6162	4	7.978e-01	5.698e-01	1.948e+00	7.700e-01	5.336e-01	2.839e-01	2.000e+01	2.732e+01	6.456e+00	2.759e+00
scaffold105149-6183	4	7.691e-01	7.890e-01	3.017e+00	7.937e-01	5.275e-01	2.890e-01	3.190e+01	3.493e+01	6.841e+00	3.133e+00
scaffold105149-6290	4	7.936e-01	-1.844e+00	2.728e+00	4.992e-01	5.226e-01	2.809e-01	2.863e+01	3.035e+01	8.410e+00	2.877e+00
scaffold105149-9116	4	7.622e-01	-2.899e+00	3.139e+00	3.558e-01	5.193e-01	2.891e-01	4.638e+01	3.781e+01	9.046e+00	3.446e+00
scaffold105149-9679	4	7.833e-01	1.943e+00	2.830e+00	4.923e-01	5.362e-01	2.915e-01	3.347e+01	3.186e+01	7.910e+00	3.084e+00
scaffold105149-9691	4	8.044e-01	2.141e+00	3.321e+00	5.192e-01	5.383e-01	2.890e-01	2.879e+01	3.099e+01	5.943e+00	3.052e+00
scaffold105149-9715	4	7.823e-01	-4.420e-02	2.389e+00	9.852e-01	5.281e-01	2.925e-01	3.495e+01	3.375e+01	7.960e+00	3.911e+00
scaffold105149-9745	4	7.528e-01	5.303e+00	3.788e+00	1.615e-01	5.136e-01	2.777e-01	5.158e+01	3.730e+01	5.722e+00	3.485e+00
scaffold105149-9808	4	7.939e-01	2.995e+00	3.162e+00	3.436e-01	5.485e-01	2.834e-01	2.857e+01	3.030e+01	6.518e+00	2.895e+00
scaffold105149-9816	4	7.658e-01	-8.703e-01	3.326e+00	7.936e-01	5.364e-01	2.897e-01	4.021e+01	3.534e+01	8.013e+00	3.331e+00
scaffold105149-17706	4	8.020e-01	2.543e-01	1.910e+00	8.941e-01	5.395e-01	2.871e-01	2.292e+01	2.861e+01	6.993e+00	2.969e+00
scaffold105149-17727	4	7.659e-01	1.061e+00	2.939e+00	7.180e-01	5.243e-01	2.857e-01	4.088e+01	3.512e+01	7.909e+00	3.442e+00
scaffold105149-17745	4	8.041e-01	1.032e+00	1.705e+00	5.447e-01	5.367e-01	2.796e-01	2.062e+01	2.779e+01	4.767e+00	2.629e+00
scaffold105149-17752	4	8.149e-01	-1.909e+00	2.413e+00	4.290e-01	5.369e-01	2.856e-01	2.273e+01	2.894e+01	7.527e+00	3.212e+00
scaffold10516-13554	4	7.309e-01	4.757e+00	4.130e+00	2.494e-01	5.307e-01	2.907e-01	5.458e+01	3.783e+01	8.147e+00	3.729e+00
scaffold105229-2214	4	7.604e-01	6.435e+00	4.083e+00	1.150e-01	5.337e-01	2.892e-01	4.640e+01	3.495e+01	4.260e+00	3.195e+00
scaffold105257-8367	4	7.703e-01	3.305e-01	2.129e+00	8.767e-01	5.223e-01	2.809e-01	3.480e+01	3.731e+01	5.820e+00	3.706e+00
scaffold105257-8414	4	7.942e-01	-9.933e-01	2.584e+00	7.007e-01	5.348e-01	2.909e-01	2.851e+01	3.085e+01	7.691e+00	3.154e+00
scaffold105300-3928	4	7.971e-01	-2.686e+00	2.883e+00	3.515e-01	5.435e-01	2.805e-01	2.875e+01	3.194e+01	9.896e+00	3.433e+00
scaffold105317-4353	4	7.571e-01	4.761e-01	2.348e+00	8.393e-01	5.248e-01	2.809e-01	3.786e+01	3.935e+01	7.958e+00	4.465e+00
scaffold105317-4359	4	7.969e-01	1.067e+00	3.595e+00	7.666e-01	5.233e-01	2.887e-01	2.889e+01	3.151e+01	8.131e+00	3.212e+00
scaffold105317-4470	4	7.768e-01	1.892e+00	2.573e+00	4.622e-01	5.319e-01	2.885e-01	3.835e+01	3.388e+01	6.160e+00	3.251e+00
scaffold105317-4509	4	7.941e-01	5.959e+00	3.966e+00	1.330e-01	5.261e-01	2.830e-01	3.579e+01	3.320e+01	4.812e+00	3.039e+00
scaffold105385-4011	4	7.425e-01	1.584e+00	2.831e+00	5.757e-01	5.290e-01	2.790e-01	4.546e+01	3.926e+01	8.509e+00	4.180e+00
scaffold105669-9150	4	7.344e-01	3.613e+00	3.201e+00	2.590e-01	5.234e-01	2.833e-01	5.532e+01	3.744e+01	5.128e+00	3.619e+00
scaffold105669-13550	4	7.715e-01	4.205e-01	2.151e+00	8.450e-01	5.342e-01	2.923e-01	3.333e+01	3.405e+01	7.818e+00	3.453e+00
scaffold105669-13580	4	8.109e-01	-1.128e+00	2.660e+00	6.714e-01	5.208e-01	2.897e-01	2.341e+01	2.898e+01	1.020e+01	3.383e+00
scaffold105833-13448	4	7.455e-01	1.941e+00	2.920e+00	5.062e-01	5.175e-01	2.858e-01	4.515e+01	3.870e+01	6.905e+00	3.956e+00
scaffold105833-18869	4	8.087e-01	-6.010e-01	3.075e+00	8.451e-01	5.392e-01	2.861e-01	2.181e+01	2.939e+01	7.439e+00	2.984e+00
scaffold105833-18872	4	7.836e-01	-8.368e-01	3.805e+00	8.260e-01	5.381e-01	2.859e-01	3.433e+01	3.241e+01	7.645e+00	3.113e+00
scaffold105902-154	4	7.959e-01	5.933e+00	3.679e+00	1.068e-01	5.224e-01	2.795e-01	3.371e+01	3.076e+01	3.684e+00	3.042e+00
scaffold105902-163	4	7.799e-01	7.557e+00	3.953e+00	5.592e-02	5.271e-01	2.864e-01	3.979e+01	3.290e+01	4.381e+00	3.107e+00
scaffold105902-202	4	7.935e-01	3.198e+00	2.789e+00	2.516e-01	5.343e-01	2.887e-01	3.751e+01	3.255e+01	4.171e+00	3.110e+00
scaffold105902-206	4	7.928e-01	5.134e+00	3.521e+00	1.448e-01	5.231e-01	2.844e-01	3.935e+01	3.424e+01	4.262e+00	3.071e+00
scaffold105902-212	4	7.955e-01	5.559e+00	3.554e+00	1.178e-01	5.278e-01	2.921e-01	2.921e+01	3.000e+01	3.502e+00	2.887e+00
scaffold105902-222	4	7.629e-01	5.942e+00	3.790e+00	1.169e-01	5.160e-01	2.815e-01	4.896e+01	3.595e+01	5.384e+00	3.521e+00
scaffold105917-52	4	8.032e-01	3.881e+00	2.908e+00	1.820e-01	5.363e-01	2.845e-01	2.987e+01	3.132e+01	5.283e+00	3.145e+00
scaffold105917-144	4	7.456e-01	4.093e+00	3.187e+00	1.991e-01	5.118e-01	2.852e-01	5.044e+01	3.618e+01	7.089e+00	3.562e+00
scaffold105917-167	4	6.570e-01	5.457e+00	4.190e+00	1.927e-01	4.953e-01	2.859e-01	7.089e+01	3.889e+01	6.767e+00	4.026e+00
scaffold105917-15406	4	7.709e-01	2.796e+00	2.800e+00	3.179e-01	5.278e-01	2.854e-01	4.616e+01	3.522e+01	4.390e+00	3.065e+00
scaffold105991-12808	4	7.438e-01	4.361e+00	3.857e+00	2.582e-01	5.145e-01	2.794e-01	5.320e+01	3.525e+01	4.929e+00	3.464e+00
scaffold106143-10837	4	7.454e-01	2.367e+00	3.266e+00	4.685e-01	5.172e-01	2.874e-01	5.076e+01	3.648e+01	4.808e+00	3.463e+00
scaffold106176-2716	4	7.955e-01	3.329e+00	3.304e+00	3.136e-01	5.229e-01	2.884e-01	3.339e+01	3.405e+01	5.535e+00	3.046e+00
scaffold10639-24646	4	8.016e-01	1.079e+00	1.723e+00	5.313e-01	5.543e-01	2.852e-01	2.859e+01	3.198e+01	4.055e+00	2.699e+00
scaffold10658-3662	4	7.857e-01	4.298e+00	3.200e+00	1.793e-01	5.234e-01	2.846e-01	3.532e+01	3.241e+01	3.293e+00	2.963e+00
scaffold10658-6881	4	8.085e-01	8.440e-01	1.689e+00	6.174e-01	5.217e-01	2.913e-01	1.906e+01	2.578e+01	3.886e+00	2.556e+00
scaffold10658-7731	4	7.795e-01	3.798e+00	3.541e+00	2.834e-01	5.247e-01	2.911e-01	3.659e+01	3.584e+01	5.041e+00	3.251e+00
scaffold10658-22120	4	7.516e-01	6.171e+00	4.304e+00	1.517e-01	5.028e-01	2.811e-01	4.997e+01	3.595e+01	7.560e+00	3.609e+00
scaffold10658-25003	4	7.957e-01	-1.458e+00	2.907e+00	6.159e-01	5.242e-01	2.861e-01	3.341e+01	3.333e+01	8.194e+00	3.453e+00
scaffold106597-9552	4	7.153e-01	2.447e+00	3.218e+00	4.469e-01	5.029e-01	2.886e-01	5.882e+01	3.622e+01	5.640e+00	3.487e+00
scaffold106634-12849	4	7.614e-01	1.891e+00	3.022e+00	5.314e-01	5.219e-01	2.888e-01	4.275e+01	3.857e+01	7.985e+00	3.523e+00
scaffold106682-235	4	7.683e-01	5.026e+00	3.897e+00	1.972e-01	5.232e-01	2.865e-01	4.692e+01	3.444e+01	4.026e+00	3.300e+00
scaffold106757-1869	4	7.689e-01	9.221e-01	3.527e+00	7.938e-01	5.119e-01	2.911e-01	3.620e+01	3.411e+01	7.819e+00	3.628e+00
scaffold106757-1876	4	7.472e-01	3.984e+00	3.022e+00	1.873e-01	5.141e-01	2.833e-01	4.841e+01	3.850e+01	6.756e+00	3.503e+00
scaffold10688-10709	4	7.932e-01	4.138e+00	2.867e+00	1.490e-01	5.281e-01	2.897e-01	3.082e+01	3.349e+01	3.804e+00	3.039e+00
scaffold10688-10726	4	8.074e-01	7.819e-01	1.990e+00	6.943e-01	5.346e-01	2.859e-01	2.460e+01	2.916e+01	4.702e+00	2.759e+00
scaffold10688-10729	4	7.998e-01	-3.477e-02	2.661e+00	9.896e-01	5.480e-01	2.832e-01	2.563e+01	2.972e+01	6.229e+00	3.027e+00
scaffold106898-8993	4	7.891e-01	4.381e+00	3.641e+00	2.289e-01	5.269e-01	2.884e-01	3.611e+01	3.329e+01	4.366e+00	3.172e+00
scaffold106898-9014	4	7.836e-01	5.768e+00	3.994e+00	1.487e-01	5.208e-01	2.840e-01	3.649e+01	3.183e+01	4.173e+00	3.027e+00
scaffold106957-5637	4	7.912e-01	-1.283e+00	2.479e+00	6.050e-01	5.441e-01	2.862e-01	3.050e+01	3.371e+01	1.046e+01	3.776e+00
scaffold106957-5691	4	7.876e-01	8.544e-01	2.136e+00	6.892e-01	5.323e-01	2.872e-01	2.705e+01	3.016e+01	9.446e+00	5.429e+00
scaffold106957-5693	4	7.934e-01	1.045e+00	2.408e+00	6.644e-01	5.393e-01	2.912e-01	3.109e+01	3.324e+01	7.175e+00	3.631e+00
scaffold106957-5699	4	7.951e-01	-9.533e-01	2.107e+00	6.510e-01	5.253e-01	2.918e-01	3.045e+01	3.191e+01	1.119e+01	3.543e+00
scaffold106957-5720	4	7.929e-01	-1.713e+00	2.391e+00	4.738e-01	5.420e-01	2.856e-01	2.568e+01	3.014e+01	6.370e+00	2.818e+00
scaffold106957-5725	4	7.788e-01	-2.464e+00	2.900e+00	3.954e-01	5.351e-01	2.877e-01	3.851e+01	3.461e+01	8.732e+00	3.541e+00
scaffold106982-14173	4	8.059e-01	8.100e+00	4.050e+00	4.549e-02	5.415e-01	2.891e-01	3.303e+01	3.200e+01	4.218e+00	2.921e+00
scaffold106983-3341	4	7.864e-01	6.276e+00	3.994e+00	1.161e-01	5.325e-01	2.860e-01	3.926e+01	3.425e+01	3.064e+00	3.177e+00
scaffold106983-3363	4	6.736e-01	1.383e+00	2.708e+00	6.095e-01	4.936e-01	2.811e-01	6.961e+01	3.593e+01	5.894e+00	3.699e+00
scaffold107041-6497	4	7.978e-01	-6.080e-02	3.341e+00	9.855e-01	5.387e-01	2.838e-01	2.704e+01	3.036e+01	7.926e+00	2.981e+00
scaffold107041-6504	4	7.916e-01	-7.121e-03	2.486e+00	9.977e-01	5.289e-01	2.937e-01	3.037e+01	3.124e+01	7.255e+00	3.107e+00
scaffold10709-8787	4	7.609e-01	4.283e+00	3.407e+00	2.086e-01	5.173e-01	2.874e-01	4.633e+01	3.307e+01	3.635e+00	3.322e+00
scaffold10709-8793	4	6.182e-01	2.414e+00	3.101e+00	4.364e-01	4.900e-01	2.837e-01	7.818e+01	3.528e+01	7.971e+00	4.290e+00
scaffold107269-966	4	8.008e-01	3.451e+00	2.655e+00	1.937e-01	5.383e-01	2.849e-01	2.654e+01	2.884e+01	3.677e+00	2.764e+00
scaffold107269-1028	4	8.038e-01	6.067e+00	3.511e+00	8.397e-02	5.350e-01	2.898e-01	3.287e+01	3.128e+01	4.537e+00	2.959e+00
scaffold107269-1054	4	8.063e-01	1.939e+00	1.955e+00	3.213e-01	5.298e-01	2.860e-01	2.199e+01	2.961e+01	4.249e+00	2.710e+00
scaffold107269-4575	4	7.062e-01	4.571e+00	3.897e+00	2.407e-01	5.193e-01	2.804e-01	6.297e+01	3.603e+01	6.752e+00	3.635e+00
scaffold10727-7561	4	7.445e-01	5.091e+00	3.318e+00	1.250e-01	5.328e-01	2.893e-01	5.293e+01	3.575e+01	4.314e+00	3.392e+00
scaffold10727-11337	4	7.252e-01	2.099e+00	2.497e+00	4.006e-01	5.106e-01	2.923e-01	5.776e+01	3.581e+01	3.899e+00	3.339e+00
scaffold107306-3540	4	7.673e-01	3.185e+00	2.828e+00	2.600e-01	5.156e-01	2.922e-01	4.192e+01	3.402e+01	3.744e+00	3.358e+00
scaffold107306-3546	4	7.337e-01	2.983e+00	2.679e+00	2.654e-01	5.200e-01	2.824e-01	5.800e+01	3.581e+01	5.787e+00	3.590e+00
scaffold107306-3554	4	6.189e-01	1.536e+00	3.573e+00	6.673e-01	5.003e-01	2.813e-01	7.712e+01	3.575e+01	8.116e+00	4.378e+00
scaffold107306-3562	4	6.596e-01	1.796e+00	2.645e+00	4.971e-01	5.032e-01	2.825e-01	7.219e+01	3.516e+01	7.199e+00	3.759e+00
scaffold10731-4781	4	7.961e-01	4.863e+00	3.095e+00	1.161e-01	5.427e-01	2.796e-01	3.099e+01	3.075e+01	3.465e+00	2.994e+00
scaffold10731-7333	4	7.174e-01	4.559e+00	3.590e+00	2.041e-01	5.157e-01	2.883e-01	5.405e+01	4.000e+01	5.791e+00	3.773e+00
scaffold10731-7372	4	7.764e-01	1.809e+00	3.046e+00	5.525e-01	5.281e-01	2.843e-01	3.465e+01	3.357e+01	9.861e+00	3.516e+00
scaffold107384-3214	4	7.906e-01	-8.297e-03	2.260e+00	9.971e-01	5.186e-01	2.880e-01	3.534e+01	3.158e+01	7.006e+00	3.058e+00
scaffold107384-3239	4	7.789e-01	-1.449e+00	2.444e+00	5.534e-01	5.406e-01	2.828e-01	3.156e+01	3.500e+01	9.103e+00	3.688e+00
scaffold107512-9630	4	7.895e-01	2.179e+00	2.687e+00	4.173e-01	5.175e-01	2.898e-01	3.558e+01	3.532e+01	6.218e+00	3.216e+00
scaffold107512-9637	4	7.815e-01	4.228e+00	3.202e+00	1.867e-01	5.429e-01	2.887e-01	3.576e+01	3.488e+01	6.852e+00	3.089e+00
scaffold107590-8556	4	7.778e-01	2.136e+00	2.654e+00	4.208e-01	5.329e-01	2.901e-01	3.812e+01	3.507e+01	5.154e+00	3.299e+00
scaffold107590-8564	4	8.036e-01	4.036e+00	2.970e+00	1.741e-01	5.275e-01	2.926e-01	3.113e+01	3.128e+01	3.856e+00	2.977e+00
scaffold107590-8577	4	7.986e-01	2.017e+00	2.254e+00	3.707e-01	5.329e-01	2.905e-01	3.158e+01	3.191e+01	4.072e+00	3.008e+00
scaffold107590-8637	4	7.933e-01	2.149e+00	2.405e+00	3.715e-01	5.430e-01	2.835e-01	3.308e+01	3.175e+01	3.390e+00	3.073e+00
scaffold107667-18589	4	7.757e-01	4.268e-01	2.524e+00	8.657e-01	5.211e-01	2.821e-01	3.482e+01	3.492e+01	9.359e+00	3.330e+00
scaffold107678-9371	4	7.420e-01	1.336e+00	3.181e+00	6.744e-01	5.098e-01	2.835e-01	4.994e+01	3.415e+01	4.955e+00	3.212e+00
scaffold107678-9412	4	7.635e-01	3.684e+00	3.115e+00	2.370e-01	5.244e-01	2.782e-01	4.167e+01	3.425e+01	4.250e+00	3.196e+00
scaffold107695-13793	4	7.959e-01	-9.582e-01	2.608e+00	7.133e-01	5.263e-01	2.811e-01	2.738e+01	3.088e+01	7.732e+00	2.994e+00
scaffold10772-3729	4	7.551e-01	-1.721e+00	2.693e+00	5.228e-01	5.203e-01	2.811e-01	4.758e+01	3.615e+01	1.060e+01	3.911e+00
scaffold10781-252	4	7.583e-01	5.474e+00	3.961e+00	1.670e-01	5.169e-01	2.842e-01	5.071e+01	3.552e+01	5.343e+00	3.421e+00
scaffold107872-7178	4	7.549e-01	2.535e+00	3.147e+00	4.206e-01	5.126e-01	2.852e-01	4.817e+01	3.741e+01	5.840e+00	3.476e+00
scaffold107872-7266	4	8.024e-01	-1.291e+00	2.610e+00	6.208e-01	5.291e-01	2.898e-01	2.843e+01	3.124e+01	8.622e+00	2.982e+00
scaffold107872-9733	4	7.977e-01	1.987e+00	3.827e+00	6.036e-01	5.340e-01	2.890e-01	3.125e+01	3.228e+01	6.319e+00	3.016e+00
scaffold10794-2447	4	7.378e-01	6.700e+00	4.191e+00	1.099e-01	5.230e-01	2.813e-01	5.188e+01	3.417e+01	4.289e+00	3.309e+00
scaffold10797-7590	4	7.774e-01	6.975e+00	3.805e+00	6.683e-02	5.468e-01	2.874e-01	4.447e+01	3.543e+01	3.731e+00	3.116e+00
scaffold108027-3254	4	7.536e-01	6.963e+00	4.051e+00	8.566e-02	5.141e-01	2.850e-01	5.040e+01	3.641e+01	3.786e+00	3.612e+00
scaffold10805-2054	4	7.199e-01	4.940e+00	3.584e+00	1.681e-01	5.318e-01	2.846e-01	6.066e+01	3.605e+01	5.691e+00	3.448e+00
scaffold10812-9801	4	7.171e-01	3.980e+00	3.177e+00	2.103e-01	5.162e-01	2.807e-01	5.668e+01	3.783e+01	6.703e+00	3.869e+00
scaffold10812-9852	4	7.599e-01	6.301e+00	4.004e+00	1.156e-01	5.290e-01	2.837e-01	4.559e+01	3.557e+01	5.088e+00	3.259e+00
scaffold10812-10159	4	8.023e-01	5.277e+00	3.189e+00	9.798e-02	5.538e-01	2.797e-01	2.956e+01	3.185e+01	4.647e+00	2.898e+00
scaffold108206-7065	4	7.772e-01	6.116e+00	4.180e+00	1.434e-01	5.304e-01	2.843e-01	4.747e+01	3.427e+01	4.246e+00	3.282e+00
scaffold108206-7096	4	7.878e-01	5.215e+00	3.621e+00	1.498e-01	5.251e-01	2.869e-01	4.210e+01	3.389e+01	4.023e+00	3.236e+00
scaffold10827-16993	4	7.765e-01	2.535e+00	2.771e+00	3.604e-01	5.338e-01	2.844e-01	4.148e+01	3.401e+01	3.414e+00	3.000e+00
scaffold10827-17002	4	7.669e-01	4.762e+00	3.591e+00	1.848e-01	5.318e-01	2.909e-01	4.958e+01	3.565e+01	5.072e+00	3.463e+00
scaffold108429-3926	4	8.005e-01	-2.291e+00	2.574e+00	3.734e-01	5.337e-01	2.844e-01	2.813e+01	3.251e+01	9.340e+00	3.601e+00
scaffold108429-21319	4	7.778e-01	-1.338e-01	3.935e+00	9.729e-01	5.116e-01	2.768e-01	3.927e+01	3.571e+01	8.024e+00	3.224e+00
scaffold108429-21359	4	7.836e-01	1.175e+00	2.744e+00	6.684e-01	5.319e-01	2.866e-01	3.605e+01	3.320e+01	8.531e+00	3.173e+00
scaffold108602-1768	4	7.713e-01	2.460e+00	3.074e+00	4.234e-01	5.250e-01	2.783e-01	3.718e+01	3.656e+01	8.841e+00	4.407e+00
scaffold108602-1798	4	7.910e-01	4.953e+00	3.741e+00	1.855e-01	5.398e-01	2.787e-01	3.598e+01	3.367e+01	4.699e+00	3.113e+00
scaffold108602-5176	4	7.969e-01	3.543e+00	3.095e+00	2.523e-01	5.233e-01	2.917e-01	3.345e+01	3.134e+01	5.231e+00	2.967e+00
scaffold108658-1252	4	7.970e-01	3.192e+00	2.649e+00	2.282e-01	5.267e-01	2.872e-01	3.845e+01	3.578e+01	5.862e+00	3.098e+00
scaffold10867-9638	4	8.002e-01	4.538e+00	3.224e+00	1.593e-01	5.206e-01	2.777e-01	3.535e+01	3.351e+01	5.900e+00	3.358e+00
scaffold10867-9642	4	8.147e-01	-2.332e-01	3.849e+00	9.517e-01	5.517e-01	2.858e-01	1.930e+01	2.503e+01	6.360e+00	3.232e+00
scaffold10867-9680	4	7.696e-01	3.956e+00	3.009e+00	1.885e-01	5.030e-01	2.881e-01	4.109e+01	3.399e+01	4.623e+00	3.064e+00
scaffold10867-9684	4	7.949e-01	3.512e+00	3.317e+00	2.897e-01	5.310e-01	2.907e-01	3.477e+01	3.233e+01	4.770e+00	3.008e+00
scaffold108733-8672	4	7.802e-01	-5.975e-02	2.411e+00	9.802e-01	5.289e-01	2.940e-01	3.722e+01	3.414e+01	8.731e+00	3.405e+00
scaffold108733-8718	4	7.501e-01	1.201e+00	2.379e+00	6.138e-01	5.342e-01	2.874e-01	4.670e+01	3.920e+01	9.812e+00	4.240e+00
scaffold108733-8723	4	7.800e-01	1.634e-01	2.043e+00	9.363e-01	5.352e-01	2.827e-01	3.455e+01	3.345e+01	7.168e+00	3.434e+00
scaffold108733-11237	4	7.892e-01	3.699e-02	3.831e+00	9.923e-01	5.269e-01	2.876e-01	2.837e+01	3.150e+01	7.405e+00	3.359e+00
scaffold108733-11262	4	7.954e-01	3.829e+00	2.954e+00	1.948e-01	5.282e-01	2.816e-01	3.133e+01	3.425e+01	4.503e+00	2.984e+00
